651491,Macro Organic Coleslaw & Kale Slaw Kit 250g,$4.90,$19.60 / 1KG,/shop/productdetails/651491/macro-organic-coleslaw-kale-slaw-kit
591940,Woolworths Sweet & Juicy Mandarins 750g Prepack,$3.50,$4.67 / 1KG,/shop/productdetails/591940/woolworths-sweet-juicy-mandarins
721337,Select Lettuce Oakleaf Combo Each,$3.20,$3.20 / 1EA,/shop/productdetails/721337/select-lettuce-oakleaf-combo
730118,Mulgowie Green Beans Cleaned & Cut 340g,$5.50,$16.18 / 1KG,/shop/productdetails/730118/mulgowie-green-beans-cleaned-cut
134782,Woolworths Brussels Sprouts Per Kg,$8.90,$8.90 / 1KG,/shop/productdetails/134782/woolworths-brussels-sprouts
748851,Woolworths Celery Heart Each,$4.50,$4.50 / 1EA,/shop/productdetails/748851/woolworths-celery-heart
134784,Woolworths Brussel Sprouts Prepack 500g Punnet,N/A,N/A,/shop/productdetails/134784/woolworths-brussel-sprouts-prepack
142948,Woolworths Fresh Mint Bunch,$3.20,$3.20 / 1EA,/shop/productdetails/142948/woolworths-fresh-mint
177574,Woolworths Mashing Potatoes Bag 1.5kg,$7.00,$4.67 / 1KG,/shop/productdetails/177574/woolworths-mashing-potatoes-bag
85794,Snackable Snacking Carrot Each,$3.90,$15.60 / 1KG,/shop/productdetails/85794/snackable-snacking-carrot
808412,Woolworths Organic Tomato Truss 500g,$6.50,$13.00 / 1KG,/shop/productdetails/808412/woolworths-organic-tomato-truss
136341,Chilli Baby Hot Each,$0.14,$0.14 / 1EA,/shop/productdetails/136341/chilli-baby-hot
117381,Macro Organic Carrots 750g,$3.70,$4.93 / 1KG,/shop/productdetails/117381/macro-organic-carrots
215609,Woolworths Portobello Flat Mushrooms Punnet 375g,N/A,N/A,/shop/productdetails/215609/woolworths-portobello-flat-mushrooms-punnet
210686,Woolworths Honey Mustard Salad Kit 285g,$5.50,$19.30 / 1KG,/shop/productdetails/210686/woolworths-honey-mustard-salad-kit
164641,Woolworths Cobb Salad Bowl 240g,$6.50,$27.08 / 1KG,/shop/productdetails/164641/woolworths-cobb-salad-bowl
218235,Woolworths Cook Simmer Veggie Mix 400g,$4.00,$10.00 / 1KG,/shop/productdetails/218235/woolworths-cook-simmer-veggie-mix
158940,Woolworths Washed & Ready To Cook Vegetable Medley 150g,$2.30,$15.33 / 1KG,/shop/productdetails/158940/woolworths-washed-ready-to-cook-vegetable-medley
143179,Naturally Sweet Pineapple Half Each,$2.95,$2.95 / 1EA,/shop/productdetails/143179/woolworths-naturally-sweet-pineapple
136979,Select Choy Sum Asian Greens Each,$2.50,$2.50 / 1EA,/shop/productdetails/136979/select-choy-sum-asian-greens
137605,Fresh Fennel Each,$3.50,$3.50 / 1EA,/shop/productdetails/137605/fresh-fennel
149930,Woolworths Swiss Brown Mushrooms Punnet 200g,$5.50,$27.50 / 1KG,/shop/productdetails/149930/woolworths-swiss-brown-mushrooms-punnet
159072,Woolworths Washed & Ready To Cook Pumpkin Cubes 500g,$5.00,$10.00 / 1KG,/shop/productdetails/159072/woolworths-washed-ready-to-cook-pumpkin-cubes
30758,Woolworths Diced Pumpkin & Sweet Potato 500g,$5.50,$11.00 / 1KG,/shop/productdetails/30758/woolworths-diced-pumpkin-sweet-potato
210689,Woolworths Mexican Style Salad Kit 340g,$5.50,$16.18 / 1KG,/shop/productdetails/210689/woolworths-mexican-style-salad-kit
